126007,25.65,26.43,0.00,0.00
128007,25.76,26.47,0.00,0.00
130007,26.18,26.60,0.00,0.00
132007,26.07,27.14,0.00,0.00
134007,26.45,26.71,0.00,0.00
136007,26.47,26.20,0.00,0.00
138007,26.25,26.83,0.00,0.00
140007,26.60,26.91,0.00,0.00
142007,26.63,26.96,0.00,0.00
144007,26.60,26.96,0.00,0.00
146007,26.78,27.00,0.00,225.00
148007,26.71,27.14,0.00,225.00
150007,26.78,26.98,0.00,225.00
152007,26.45,27.03,0.00,225.00
154007,26.87,27.14,0.00,225.00
156007,26.80,27.00,0.00,225.00
158007,26.85,27.14,0.00,225.00
160007,26.83,27.16,0.00,225.00
162007,26.85,27.05,0.00,225.00
164007,26.80,27.23,0.00,225.00
166007,26.47,27.29,0.00,225.00
168007,26.80,27.32,0.00,225.00
170007,26.87,27.36,0.00,225.00
172007,26.76,27.36,0.00,225.00
174007,26.78,27.54,0.00,225.00
176007,26.69,27.59,0.00,225.00
178007,26.58,27.65,0.00,225.00
180007,26.80,27.92,0.00,225.00
182007,26.63,27.90,0.00,225.00
184007,26.80,27.90,0.00,225.00
186007,26.76,28.24,0.00,225.00
188007,26.78,28.22,0.00,225.00
190007,26.69,28.08,0.00,225.00
192007,26.78,28.44,0.00,225.00
194007,26.78,28.46,0.00,225.00
196007,26.78,28.60,0.00,225.00
198007,26.76,28.71,0.00,225.00
200007,26.60,28.83,0.00,225.00
202007,26.76,28.76,0.00,225.00
204007,26.83,29.03,0.00,225.00
206007,26.83,29.17,0.00,225.00
208007,26.78,28.80,0.00,225.00
210007,26.83,29.42,0.00,225.00
212007,26.78,29.53,0.00,225.00
214007,26.87,29.67,0.00,225.00
216007,26.91,29.72,0.00,225.00
218007,26.96,29.53,0.00,225.00
220007,26.91,30.08,0.00,225.00
222007,26.96,30.08,0.00,225.00
224007,26.96,30.50,0.00,225.00
226007,27.00,30.27,0.00,225.00
228007,26.83,30.45,0.00,225.00
230007,27.14,30.50,0.00,225.00
232007,27.12,30.57,0.00,225.00
234007,27.41,30.80,0.00,225.00
236007,27.23,30.89,0.00,225.00
238007,27.23,30.96,0.00,225.00
240007,26.96,31.13,0.00,225.00
242007,27.36,31.24,0.00,225.00
244007,27.50,31.24,0.00,225.00
246007,27.54,31.29,0.00,225.00
248007,27.72,31.43,0.00,225.00
250007,27.59,31.59,0.00,225.00
252007,27.65,31.71,0.00,225.00
254007,27.68,31.92,0.00,225.00
256007,27.83,31.95,0.00,225.00
258007,27.90,31.99,0.00,225.00
260007,27.90,32.04,0.00,225.00
262007,27.68,32.14,0.00,225.00
264007,28.01,32.32,0.00,225.00
266007,28.08,32.35,0.00,225.00
268007,28.22,32.37,0.00,225.00
270007,28.37,32.51,0.00,225.00
272007,28.28,32.44,0.00,225.00
274007,28.87,33.18,0.00,225.00
276007,29.03,32.80,0.00,225.00
278007,28.31,32.85,0.00,225.00
280007,28.85,32.92,0.00,225.00
282007,28.74,33.11,0.00,225.00
284007,28.58,33.11,0.00,225.00
286007,28.62,33.28,0.00,225.00
288007,28.67,33.28,0.00,225.00
290007,28.74,33.33,0.00,225.00
292007,28.74,33.47,0.00,225.00
294007,28.76,33.47,0.00,225.00
296007,28.85,32.89,0.00,225.00
298007,28.99,33.81,0.00,225.00
300007,29.03,33.47,0.00,225.00
302007,29.08,33.83,0.00,225.00
304007,29.35,33.93,0.00,225.00
306007,29.31,33.90,0.00,225.00
308007,29.31,34.05,0.00,225.00
310007,29.40,34.05,0.00,225.00
312007,29.42,34.22,0.00,225.00
314007,29.40,34.24,0.00,225.00
316007,29.53,34.29,0.00,225.00
318007,29.58,34.44,0.00,225.00
320007,29.72,34.93,0.00,225.00
322007,29.76,34.49,0.00,225.00
324007,29.72,34.63,0.00,225.00
326007,29.85,34.68,0.00,225.00
328007,29.88,34.73,0.00,225.00
330007,30.04,34.83,0.00,225.00
332007,30.08,34.85,0.00,225.00
334007,30.13,34.71,0.00,225.00
336007,30.13,35.10,0.00,225.00
338007,30.18,35.22,0.00,225.00
340007,30.29,35.17,0.00,225.00
342007,30.18,35.17,0.00,225.00
344007,30.41,35.20,0.00,225.00
346007,30.27,35.42,0.00,225.00
348007,30.59,35.42,0.00,225.00
350007,30.85,35.94,0.00,225.00
352007,30.85,35.64,0.00,225.00
354007,30.92,35.67,0.00,225.00
