time_ms,t1_c,t2_c,pwm1,pwm2
286004,27.27,32.11,0,0
288004,27.27,32.16,0,0
290004,27.34,32.18,0,0
292004,27.38,32.06,0,0
294004,27.41,32.23,0,0
296004,27.41,32.09,0,0
298004,27.41,31.97,0,0
300004,27.41,31.97,0,0
302004,27.54,31.90,0,0
304004,27.56,31.78,0,0
306004,27.61,31.64,0,0
308004,27.56,31.69,0,0
310004,27.61,31.57,0,0
312004,27.65,31.45,0,0
314004,27.68,31.38,0,0
316004,27.68,31.27,0,0
318004,27.74,31.24,0,0
320004,27.72,31.13,0,0
322004,27.79,31.08,0,0
324004,27.72,31.08,0,225
326004,27.77,30.80,0,225
328004,27.63,30.96,0,225
330004,27.77,30.66,0,225
332004,27.68,30.78,0,225
334004,27.74,30.52,0,225
336004,27.74,30.50,0,225
338004,27.77,30.45,0,225
340004,27.65,30.57,0,225
342004,27.72,30.43,0,225
344004,27.70,30.50,0,225
346004,27.59,30.52,0,225
348004,27.61,30.52,0,225
350004,27.74,30.43,0,225
352004,27.61,30.55,0,225
354004,27.61,30.80,0,225
356004,27.63,30.89,0,225
358004,27.65,30.92,0,225
360004,27.61,31.01,0,225
362004,27.61,30.99,0,225
364004,27.74,31.13,0,225
366004,27.79,31.06,0,225
368004,27.77,31.27,0,225
370004,27.77,31.31,0,225
372004,27.79,31.38,0,225
374004,27.79,31.55,0,225
376004,28.51,31.64,0,225
378004,27.81,31.69,0,225
380004,27.81,31.88,0,225
380009,27.81,31.88,0,0
384004,27.83,32.06,0,0
386004,27.72,32.25,0,0
388004,27.81,32.37,0,0
390004,27.90,32.51,0,0
392004,27.92,32.37,0,0
394004,27.88,32.49,0,0
396004,27.90,32.49,0,0
398004,27.95,32.54,0,0
400004,27.99,32.61,0,0
402004,27.97,32.54,0,0
404004,27.95,32.42,0,0
406004,27.97,32.42,0,0
408004,27.90,32.32,0,0
410004,27.97,32.35,0,0
412004,27.99,32.32,0,0
414004,27.97,32.14,0,0
416004,28.01,32.16,0,0
418004,28.04,31.95,0,0
420004,28.10,32.04,0,0
422004,28.15,31.95,0,0
424004,28.08,32.02,0,0
426004,28.17,31.76,0,0
428004,28.19,31.69,0,225
430004,28.19,31.64,0,225
432004,28.19,31.59,0,225
434004,28.13,31.59,0,225
436004,28.24,31.50,0,225
438004,28.24,31.29,0,225
440004,28.19,31.34,0,225
442004,28.15,31.34,0,225
444004,28.19,31.36,0,225
446004,28.10,31.24,0,225
448004,28.13,31.31,0,225
450004,28.17,31.34,0,225
452004,28.13,31.29,0,225
454004,28.24,31.36,0,225
456004,28.28,31.29,0,225
458004,28.26,31.38,0,225
460004,28.28,31.48,0,225
462004,28.26,31.52,0,225
462009,28.19,31.45,0,0
466004,28.22,31.71,0,0
468004,28.17,31.74,0,225
470004,28.37,31.71,0,225
472004,28.26,31.83,0,225
474004,28.22,31.88,0,225
476004,28.28,31.95,0,225
478004,28.31,32.11,0,225
480004,28.31,32.21,0,225
480009,28.28,32.16,0,0
484004,28.35,32.30,0,0
486004,28.40,32.32,0,0
488004,28.35,32.40,0,0
490004,28.42,32.44,0,0
492004,28.42,32.44,0,0
494004,28.42,32.54,0,0
496004,28.56,32.49,0,0
498004,28.46,32.47,0,0
500004,28.40,32.44,0,0
502004,28.46,32.40,0,0
504004,28.40,32.44,0,0
506004,28.42,32.40,0,225
508004,28.85,32.37,0,225
510004,28.53,32.30,0,225
512004,28.42,32.16,0,225
514004,28.37,32.23,0,225
516004,28.35,32.11,0,225
518004,28.33,32.11,0,225
520004,28.37,31.99,0,225
522004,28.56,31.90,0,225
524004,28.49,31.97,0,225
526004,28.44,32.04,0,225
528004,28.40,32.06,0,225
530004,28.42,32.06,0,225
532004,28.49,32.09,0,225
534004,28.51,32.11,0,225
536004,28.44,32.35,0,225
538004,28.44,32.42,0,225
540004,28.46,32.47,0,225
542004,28.56,32.49,0,225
544004,28.60,32.56,0,225
546004,28.62,32.68,0,225
548004,28.60,32.73,0,225
550004,28.69,32.68,0,225
552004,28.58,32.87,0,225
554004,28.62,32.92,0,225
556004,28.53,32.97,0,225
558004,28.58,33.11,0,225
560004,28.60,33.23,0,225
560009,28.58,33.18,0,0
564004,28.67,33.33,0,0
566004,28.69,33.42,0,0
568004,28.60,33.66,0,0
570004,28.65,33.64,0,0
572004,28.83,33.71,0,0
574004,28.71,33.73,0,0
576004,28.74,33.83,0,0
578004,28.83,33.90,0,0
580004,28.71,33.78,0,0
582004,28.83,33.76,0,0
584004,28.78,33.66,0,0
586004,28.83,33.59,0,0
588004,28.83,33.52,0,0
590004,28.87,33.40,0,0
592004,28.83,33.45,0,0
594004,28.83,33.30,0,0
596004,28.80,33.30,0,0
598004,28.83,33.23,0,0
600004,28.83,33.11,0,0
602004,28.78,33.09,0,0
604004,28.94,32.82,0,0
606004,28.87,32.97,0,0
606009,28.83,32.94,0,225
610004,28.40,32.75,0,225
612004,28.78,32.63,0,225
614004,28.83,32.51,0,225
616004,28.80,32.44,0,225
618004,28.83,32.40,0,225
620004,28.87,32.23,0,225
622004,28.83,32.28,0,225
624004,28.90,32.30,0,225
626004,28.92,32.21,0,225
628004,28.96,32.40,0,225
630004,29.03,32.21,0,225
632004,28.90,32.32,0,225
634004,29.01,32.40,0,225
634009,28.99,32.42,0,0
638004,29.01,32.51,0,0
640004,28.99,32.61,0,0
642004,29.08,32.75,0,0
644004,28.96,32.68,0,0
646004,29.08,32.70,0,0
648004,28.99,32.75,0,0
650004,29.05,32.63,0,0
652004,28.85,32.66,0,0
654004,28.92,32.63,0,0
656004,28.83,32.68,0,0
658004,28.92,32.61,0,0
660004,28.94,32.56,0,0
662004,29.03,32.51,0,0
664004,29.03,32.49,0,0
666004,28.99,32.56,0,0
668004,29.01,32.49,0,0
670004,28.96,32.49,0,0
672004,29.05,32.32,0,0
674004,28.90,32.23,0,0
676004,28.85,32.30,0,0
678004,28.87,31.99,0,0
680004,28.69,31.99,0,0
682004,28.80,31.95,0,0
684004,28.80,31.71,0,0
686004,28.74,31.71,0,0
688004,28.71,31.52,0,0
690004,28.58,31.57,0,0
692004,28.62,31.52,0,225
694004,28.62,31.20,0,225
696004,28.49,31.13,0,225
698004,28.49,31.08,0,225
700004,28.49,30.92,0,225
702004,28.44,31.06,0,225
704004,28.40,30.73,0,225
706004,28.46,30.92,0,225
708004,28.42,30.85,0,225
710004,28.40,30.82,0,225
712004,28.42,30.82,0,225
714004,28.46,30.94,0,225
716004,28.37,30.99,0,225
718004,28.51,30.94,0,225
720004,28.35,31.01,0,225
722004,28.46,31.13,0,225
724004,28.58,31.27,0,225
726004,28.40,31.27,0,225
728004,28.44,31.29,0,225
730004,28.42,31.45,0,225
732004,28.46,31.50,0,225
734004,28.60,31.66,0,225
736004,28.60,31.85,0,225
738004,28.67,32.02,0,225
740004,28.53,32.04,0,225
742004,28.58,32.28,0,225
744004,28.67,32.21,0,225
744009,28.62,32.18,0,0
748004,28.49,32.35,0,0
750004,28.51,32.49,0,0
752004,28.44,32.49,0,0
754004,28.58,32.59,0,0
756004,28.53,32.63,0,0
758004,28.56,32.68,0,0
760004,28.62,32.61,0,0
762004,28.69,32.66,0,0
764004,28.67,32.80,0,0
766004,28.71,32.78,0,0
768004,28.71,32.80,0,0
770004,28.80,32.78,0,0
772004,28.71,32.73,0,0
774004,28.69,32.59,0,0
776004,28.74,32.51,0,0
778004,28.87,32.54,0,0
780004,28.85,32.49,0,0
782004,28.74,32.30,0,0
784004,28.80,32.25,0,0
786004,28.78,32.16,0,225
788004,28.69,32.18,0,225
790004,28.71,32.11,0,225
792004,28.60,31.97,0,225
794004,28.60,31.88,0,225
796004,28.69,31.78,0,225
798004,28.65,31.83,0,225
800004,28.67,31.88,0,225
802004,28.74,31.83,0,225
804004,28.76,31.83,0,225
806004,28.69,31.74,0,225
806009,28.60,31.85,0,0
810004,28.65,31.66,0,0
812004,28.53,31.83,0,0
814004,28.69,31.83,0,0
816004,28.65,31.88,0,0
818004,28.67,31.83,0,0
820004,28.58,31.83,0,0
822004,28.49,31.95,0,0
824004,28.53,31.78,0,0
826004,28.42,31.83,0,0
828004,28.40,31.88,0,0
830004,28.19,31.78,0,0
832004,28.42,31.66,0,0
834004,28.37,31.69,0,0
836004,28.40,31.78,0,0
838004,28.42,31.55,0,0
840004,28.37,31.71,0,0
842004,28.28,31.57,0,0
844004,28.35,31.45,0,0
846004,28.42,31.45,0,225
848004,28.44,31.38,0,225
850004,28.37,31.29,0,225
852004,28.69,31.08,0,225
854004,28.33,30.99,0,225
856004,28.24,30.96,0,225
858004,28.28,31.06,0,225
860004,28.28,30.96,0,225
862004,28.24,30.87,0,225
862009,28.22,31.06,0,0
866004,28.26,30.89,0,0
868004,28.22,30.96,0,0
870004,28.22,31.01,0,0
872004,28.19,30.89,0,0
874004,28.19,31.03,0,0
876004,28.19,30.92,0,0
878004,28.24,30.92,0,0
880004,28.19,30.99,0,0
882004,28.13,31.01,0,0
884004,28.17,31.06,0,0
886004,28.13,30.94,0,0
888004,28.13,30.96,0,0
890004,28.15,31.10,0,0
892004,28.13,30.96,0,0
894004,28.17,30.82,0,0
894009,28.15,30.87,0,225
896004,28.13,30.85,0,0
900004,28.13,30.82,0,0
900009,28.17,30.99,0,225
904004,28.13,30.62,0,225
906004,28.17,30.66,0,225
908004,28.13,30.57,0,225
908009,28.10,30.62,0,0
912004,28.15,30.55,0,0
914004,28.04,30.55,0,0
916004,28.10,30.41,0,0
918004,28.01,30.52,0,0
920004,27.97,30.36,0,0
922004,27.92,30.45,0,0
924004,27.95,30.34,0,0
926004,27.95,30.43,0,225
928004,27.92,30.34,0,225
930004,27.97,30.36,0,225
932004,27.95,30.32,0,225
934004,27.81,30.29,0,225
936004,27.95,30.20,0,225
938004,27.83,30.29,0,225
940004,27.83,30.22,0,225
942004,27.79,30.27,0,225
944004,27.83,30.25,0,225
946004,27.86,30.15,0,225
948004,27.81,30.22,0,225
950004,27.72,30.34,0,225
952004,27.74,30.43,0,225
954004,27.83,30.43,0,225
956004,27.74,30.55,0,225
958004,27.79,30.62,0,225
960004,27.65,30.78,0,225
962004,27.63,30.82,0,225
962009,27.65,30.87,0,0
966004,27.72,31.15,0,0
968004,27.83,31.08,0,0
970004,27.83,31.31,0,0
972004,27.92,31.41,0,0
# PRBS sequence complete — heaters off.
